Epoch, Weights...
10,0.054361821123100125,0.063447245804493069,0.068667090806905209,-0.089813659184106734,-0.04751054855272302,-0.026018598591768669,-0.058258617404863378,-0.11092432440326479,-0.075769012922189308,-0.058597615731955661,-0.026872373373797907,-0.052732389140532257,-0.0066666090190914398,0.047881716199200813,0.03258896902595592,0.050711202336405269,0.056469631411502179,-0.039766699822585877,-0.037132517841091527,-0.043414174380643329,-0.043048791001759922,-0.033769963859631956,-0.03496086262929575,-0.036260057984826677,-0.037406327968845098,-0.072823791880470529,0.0084223321560894758,-0.16787556540997861,-0.07126567546849398,-0.038518450627502365,-0.05884422824112464,-0.21208683714818147,-0.029161507908520502,-0.037231392123337384,-0.05366833250454791,-0.02588568344188694,-0.036042251385541221,-0.038438399915892096,-0.088517199701066307,-0.037378062001422616,-0.00012735489727157257,-0.020488872518126647,-0.057915300572247162,-0.0059417765974941021,-0.086267261892885638,-0.11730274219368045,-0.10549764518876883,
20,0.084879772424643035,0.080618504523569071,0.081173819537234335,-0.12131716775270185,-0.062541398877339102,-0.024453265562761714,-0.084461639756688162,-0.15365254714425255,-0.097791913241839501,-0.076675041345423953,-0.02522037433278581,-0.062763768926915459,-0.010088105765599042,0.057895898502296247,0.061312103996868601,0.060499051813112451,0.072824038178645953,-0.064636426479355635,-0.067032587384574807,-0.077385783009664394,-0.071933841547657917,-0.052019061858447277,-0.057477086296758462,-0.057751379302453561,-0.069976977919211467,-0.11451060223581254,0.0077903635052123336,-0.27895255881207032,-0.12517580231492556,-0.065795403593144813,-0.10166313450286511,-0.34179312047864363,-0.046769008787742108,-0.066850606885133765,-0.094642789685450937,-0.046442430716220194,-0.060276928154272255,-0.064727588824965349,-0.13891313349377885,-0.029773323363116427,-0.0034741908353903917,-0.026449532516845509,-0.079314003675566389,0.014245876856334497,-0.14514823885394318,-0.19111003574854221,-0.16963342252953267,
30,0.10314935019426152,0.085919713851958748,0.083320179715086568,-0.14205727629489445,-0.074257158316450717,-0.013068286137978292,-0.10256175815813584,-0.18583964976953971,-0.10687557445005628,-0.086354163621394711,-0.024532077712192887,-0.073585272708003441,-0.0051568049911687158,0.056568384960391148,0.082057190911071748,0.066485402359856283,0.079331937934249128,-0.087127900760272131,-0.083529834960814689,-0.095881124693990821,-0.10020617110030519,-0.06986164552027134,-0.071328321622343815,-0.073149310421690511,-0.085465668526224975,-0.14936626332352684,0.011333943452725195,-0.36806215942252618,-0.15928372907946914,-0.087368935580852555,-0.1368056816589189,-0.43660730270862735,-0.059772933050123579,-0.090701020877538563,-0.11863587676957127,-0.05847967969532164,-0.080791876685870179,-0.079815915444891805,-0.18112545162542312,-0.019032611933386623,-0.0078944569854995841,-0.035830982289727649,-0.10297458290344295,0.026948405321541073,-0.19049200805835476,-0.25421527213647926,-0.22032610883999637,
40,0.10736217478213918,0.091737015393120777,0.085524758576586049,-0.15092659712554843,-0.085364598215187479,-0.0059478438314122181,-0.12338772164768801,-0.21005824791269198,-0.11654680211470546,-0.09224932792094008,-0.021637684322815754,-0.073290177893496664,-0.0067796078728301111,0.064038697932593175,0.10066306996058612,0.06476831314339232,0.086437102506979197,-0.09623197109625925,-0.099105726237428499,-0.11304734054052941,-0.11453068559532006,-0.070023866029957055,-0.082138425519135888,-0.086747552134293374,-0.10772801455494679,-0.16842711128167609,0.013390410721170504,-0.43408354560755907,-0.19334295701016138,-0.10546372900600752,-0.16803260900553554,-0.50930988127931764,-0.070620292109086533,-0.10215028189742784,-0.138290154847658,-0.065660108182268098,-0.10028881856525819,-0.095696825144128542,-0.20941374375244873,-0.009085893224426567,-0.019975941805570326,-0.038323716224499163,-0.11392090220043742,0.044716870429803018,-0.23122805234197175,-0.29040821181525289,-0.25597261683839673,
50,0.13165112685147884,0.087182908674097739,0.09530817092943962,-0.16000411990590604,-0.098478379421242046,0.0050188545242516218,-0.13656314646394307,-0.22581830197270283,-0.12382316012799596,-0.095341740409102746,-0.02578638500894756,-0.072633854593473601,-0.0017440562277195779,0.065606323886834614,0.1131896763159685,0.068763446196439509,0.091049602010536565,-0.10504020551458555,-0.10827209078523314,-0.12684817685401406,-0.13230757891810799,-0.086034410107447071,-0.097827006125300778,-0.10423268379399477,-0.10792776123478409,-0.19109584360460372,0.031392061401170318,-0.49296943651331104,-0.21365601379941418,-0.12965919894658706,-0.18820570802506273,-0.5744448404198802,-0.080203054017784298,-0.12167584536032082,-0.15827463008318476,-0.073054672966887821,-0.11089971163420063,-0.1093039095833572,-0.23393616084505758,0.0061388516686052066,-0.029985519879969509,-0.041106554064599489,-0.12988396314339939,0.056737281453987182,-0.26374504583183189,-0.32680970816133548,-0.28415414335338124,
60,0.13404682921644992,0.095184613883784477,0.095193438643228948,-0.16011600137661749,-0.10793646562085125,0.011446980682997487,-0.15876886346971386,-0.24206569842464012,-0.11846349738134146,-0.089322268335225843,-0.027026083683701463,-0.082204801504560693,-0.0034961363381697513,0.072637600740672228,0.12639919265140634,0.071982345285170557,0.093562161964017468,-0.12105821754578719,-0.12138929592278502,-0.14917872493606976,-0.14664033643105306,-0.091246523209824099,-0.1083817352378451,-0.10348002751813601,-0.11680474726154989,-0.2056453412697315,0.039884478561068082,-0.53995133643791204,-0.23678012056459993,-0.13860226538147946,-0.19709766249887564,-0.61740918998065775,-0.086921127079894772,-0.1301757466441297,-0.17009690519947049,-0.078995144500210349,-0.12110689282252601,-0.11864069789990327,-0.25026737024872636,-0.00091367650482533039,-0.036857849137618283,-0.045143699640845511,-0.14219672056556212,0.066885808422844764,-0.28644587554842504,-0.35613912293495997,-0.30935102963641525,
70,0.13262377910737033,0.089597868802954242,0.092907017441216821,-0.16498035165402233,-0.1098731989615146,0.026091534084698272,-0.17575213254195524,-0.25382752165792971,-0.11577631756115887,-0.091081173746444727,-0.033331526976512149,-0.084387272192190221,-0.00069737438753472128,0.077734618538646244,0.13976504959698702,0.072794282274171188,0.095330471861336821,-0.13545643520944203,-0.13036870056995226,-0.15436963547277208,-0.16079254331337006,-0.096464291905503638,-0.10984959671712273,-0.12006307651927597,-0.130065911298887,-0.2177550347126308,0.050621115311369543,-0.58749459838491458,-0.26086984914164418,-0.1485229797256151,-0.20679388927402237,-0.66726805538764478,-0.093432405299391147,-0.1459267966105656,-0.1808856613747066,-0.083381389380429299,-0.13432634257948134,-0.12538854835054933,-0.27199951887934432,0.016231098952182433,-0.045356256527074867,-0.051885909056938948,-0.15907135883292484,0.083720654706681122,-0.31068841042000001,-0.38155105527826194,-0.32603993273031673,
80,0.13996089206075502,0.089755722279705422,0.097064196313410039,-0.17308067584485978,-0.12083239028028564,0.030538525418612208,-0.19489371424814397,-0.26391101779479931,-0.11442520506465736,-0.093236526571743153,-0.035377933417858845,-0.08890242137130859,0.0043993691541870409,0.092360438881613077,0.14633080527627926,0.074241244893471101,0.10087352791730174,-0.13864136479157427,-0.13273707158845055,-0.16797255569705394,-0.16969872891851689,-0.10063811016423978,-0.1194515643856385,-0.1204635721055967,-0.13561961651280183,-0.23368576463614119,0.053805654474498095,-0.62926465214539751,-0.27676815265286503,-0.16942993552280317,-0.21762570257840666,-0.69721031031675929,-0.10019745253787608,-0.14572663923374432,-0.19867796372062232,-0.07770948023867448,-0.13670211980055061,-0.12943563100926964,-0.28174515217800616,0.020906057274797926,-0.05949868257143931,-0.059469498500324236,-0.16574016825379859,0.090108714352472696,-0.33252797476885371,-0.39895982245434841,-0.34897677822413142,
90,0.14430132290393716,0.081683340993293732,0.098749620480578018,-0.17223720373158705,-0.12215756511370696,0.036368231980176108,-0.20963841402504751,-0.27465401444330745,-0.10533150810321665,-0.092642704062509282,-0.040686784595290529,-0.098312093351743582,0.013042120985790401,0.094438049436865998,0.15095738204439119,0.07838676427092911,0.1012557621739356,-0.14434836354172095,-0.13670677050332641,-0.18145560831633137,-0.17347579794543494,-0.1070729030458694,-0.12652945075995053,-0.12331358301323567,-0.14005888718203272,-0.24369912316316833,0.068914652541146149,-0.66089714301613489,-0.28856207394239775,-0.17590251157288411,-0.22192911083746267,-0.74818525528213875,-0.097672227867562661,-0.15074361869005354,-0.20319826106765548,-0.07718039257723304,-0.14692093611428003,-0.13514432832246975,-0.29990174367723699,0.033713323232748033,-0.068813024036190648,-0.05165639531877881,-0.17818340648465902,0.093197968807658585,-0.35972176065597489,-0.41241497000324684,-0.36266326989974274,
100,0.14709412971136651,0.085718698570113216,0.10167726954181791,-0.17163961584079679,-0.1251059082292684,0.037931000904911638,-0.22643282084537403,-0.27978668108167154,-0.10441520414231348,-0.089663990801319565,-0.04784546395140471,-0.09487840745474059,0.018901451499044153,0.10049581931913223,0.16185466874833249,0.084915181524874539,0.097096170519718333,-0.15035989105977182,-0.13953429515189641,-0.18992156261282256,-0.18712466894118887,-0.099018272336096336,-0.12956231631010504,-0.13400220982541666,-0.14042897939499327,-0.25297690499911712,0.084646094860923601,-0.69555724198963254,-0.30137350196783658,-0.18984905335539753,-0.22208556391771067,-0.77100980518551998,-0.1041155587256766,-0.15667805126512879,-0.21465341155623024,-0.079254623145704334,-0.15775979897159217,-0.14702798333162337,-0.31193119364537475,0.040801839600055748,-0.083438487009151435,-0.057635582603648046,-0.18920460597463451,0.10681992190493016,-0.37504219883648343,-0.4375053222114082,-0.37168307259261918,
