Epoch, Time(s), Loss, Accuracy, Precision, Recall, F1-Score, ROC-AUC
15, 55124, 0.47546887346676148, 0.818359375, 0.53816793893129766, 0.68446601941747576, 0.60256410256410264, 0.86585206637073819
16, 54260, 0.46981675689244196, 0.8203125, 0.54230769230769227, 0.68446601941747576, 0.60515021459227469, 0.86650485436893532
17, 53443, 0.46415028571921296, 0.8203125, 0.54330708661417326, 0.66990291262135926, 0.59999999999999998, 0.86657013316875409
18, 55286, 0.45889857132596251, 0.8212890625, 0.54618473895582331, 0.66019417475728159, 0.59780219780219779, 0.86785197141975889
19, 54491, 0.45343121126882524, 0.822265625, 0.54838709677419351, 0.66019417475728159, 0.59911894273127753, 0.86776888931089713
20, 55176, 0.44919922659097045, 0.8271484375, 0.55967078189300412, 0.66019417475728159, 0.60579064587973275, 0.86873026799914976
21, 54398, 0.44544799242118127, 0.826171875, 0.55737704918032782, 0.66019417475728159, 0.60444444444444445, 0.86859971039951123
22, 54782, 0.44094152814150472, 0.8271484375, 0.56066945606694563, 0.65048543689320393, 0.60224719101123603, 0.86888456334417719
23, 53446, 0.43605410772866254, 0.8271484375, 0.5617021276595745, 0.64077669902912626, 0.59863945578231292, 0.86997056519572025
24, 53215, 0.43278241296531816, 0.826171875, 0.56034482758620685, 0.6310679611650486, 0.59360730593607303, 0.87009518835901245
25, 54700, 0.42955827325039125, 0.8291015625, 0.56828193832599116, 0.62621359223300976, 0.59584295612009242, 0.87028509032212276
26, 52639, 0.42585658964222739, 0.830078125, 0.5714285714285714, 0.62135922330097082, 0.59534883720930232, 0.87079545184798535
27, 53512, 0.4225870186865871, 0.830078125, 0.57079646017699115, 0.62621359223300976, 0.59722222222222232, 0.87150164977330769
28, 55395, 0.41992858049723397, 0.8310546875, 0.57534246575342463, 0.61165048543689315, 0.59294117647058819, 0.87192892919030696
29, 53264, 0.41659215893232648, 0.8310546875, 0.57534246575342463, 0.61165048543689315, 0.59294117647058819, 0.87223751988036358
30, 52927, 0.41367283006088446, 0.8291015625, 0.5714285714285714, 0.60194174757281549, 0.58628841607565008, 0.87262325824293474
31, 53254, 0.4118751584386765, 0.8291015625, 0.57276995305164324, 0.59223300970873782, 0.58233890214797135, 0.8730505376599349
32, 54102, 0.40932528516615591, 0.8310546875, 0.5781990521327014, 0.59223300970873782, 0.5851318944844125, 0.87351935813136661
33, 53749, 0.40701011593901559, 0.8330078125, 0.58454106280193241, 0.58737864077669899, 0.58595641646489105, 0.87290217675125237
34, 54821, 0.40421032519061262, 0.8359375, 0.59313725490196079, 0.58737864077669899, 0.59024390243902436, 0.87377453889429613
35, 53789, 0.401821370386587, 0.8349609375, 0.59203980099502485, 0.57766990291262132, 0.58476658476658483, 0.87384575213046201
36, 55465, 0.40002814214496085, 0.8388671875, 0.60406091370558379, 0.57766990291262132, 0.59057071960297769, 0.8742789659838115
37, 53755, 0.39834210372666362, 0.8408203125, 0.6091370558375635, 0.58252427184466016, 0.59553349875930517, 0.87455788449213134
38, 56717, 0.3953847803741668, 0.83984375, 0.6071428571428571, 0.57766990291262132, 0.59203980099502473, 0.87519880361763114
39, 54810, 0.39431607246889933, 0.8388671875, 0.60301507537688437, 0.58252427184466016, 0.59259259259259256, 0.87493175398200707
40, 54275, 0.39253087976365747, 0.8408203125, 0.61025641025641031, 0.57766990291262132, 0.59351620947630923, 0.87545398438056365
41, 53367, 0.3909680689726508, 0.8408203125, 0.6113989637305699, 0.57281553398058249, 0.5914786967418546, 0.87545398438056266
42, 52856, 0.38889438005142435, 0.83984375, 0.60824742268041232, 0.57281553398058249, 0.59000000000000008, 0.875382771144395
43, 53108, 0.38738435848470554, 0.8388671875, 0.60732984293193715, 0.56310679611650483, 0.58438287153652391, 0.87643910081420384
44, 54181, 0.38526873361418534, 0.841796875, 0.61340206185567014, 0.57766990291262132, 0.59499999999999997, 0.87677736368599613
45, 53325, 0.38451783725476385, 0.8427734375, 0.61780104712041883, 0.57281553398058249, 0.5944584382871535, 0.87653998623210783
46, 54149, 0.38213597700814839, 0.8427734375, 0.6203208556149733, 0.56310679611650483, 0.5903307888040713, 0.87716903648491329
47, 54572, 0.38149109629894684, 0.8447265625, 0.62702702702702706, 0.56310679611650483, 0.59335038363171355, 0.87715716761221818
48, 55187, 0.37982832581557235, 0.84375, 0.625, 0.55825242718446599, 0.58974358974358976, 0.8774776271749688
49, 54170, 0.3786512329980688, 0.845703125, 0.6348314606741573, 0.54854368932038833, 0.58854166666666674, 0.87773280793790009
50, 54398, 0.37690280967906498, 0.845703125, 0.6333333333333333, 0.55339805825242716, 0.59067357512953356, 0.87783962779215119
51, 53439, 0.37620274759677563, 0.845703125, 0.6333333333333333, 0.55339805825242716, 0.59067357512953356, 0.87780995561041353
52, 53105, 0.37490018967814454, 0.8447265625, 0.63276836158192096, 0.5436893203883495, 0.58485639686684066, 0.87788710328292818
53, 53330, 0.3739600066775709, 0.8447265625, 0.63128491620111726, 0.54854368932038833, 0.5870129870129871, 0.87845680917226332
54, 53807, 0.37255594849479357, 0.84765625, 0.6404494382022472, 0.55339805825242716, 0.59375, 0.87872385880788739
55, 53044, 0.37138497430976913, 0.8447265625, 0.63276836158192096, 0.5436893203883495, 0.58485639686684066, 0.87900277731620891
56, 53244, 0.37026317293958788, 0.8447265625, 0.63276836158192096, 0.5436893203883495, 0.58485639686684066, 0.87966149975075181
57, 52678, 0.36906315445452259, 0.8466796875, 0.6384180790960452, 0.54854368932038833, 0.59007832898172319, 0.87918081040662688
58, 53887, 0.36788905997710097, 0.845703125, 0.63636363636363635, 0.5436893203883495, 0.58638743455497377, 0.8794953355330305
59, 53520, 0.36694069638059423, 0.8466796875, 0.64000000000000001, 0.5436893203883495, 0.58792650918635181, 0.88002350036793398
60, 53894, 0.36692471348825351, 0.8466796875, 0.6384180790960452, 0.54854368932038833, 0.59007832898172319, 0.87995822156811387
61, 54679, 0.36496490104456869, 0.845703125, 0.63636363636363635, 0.5436893203883495, 0.58638743455497377, 0.88029055000356038
62, 54067, 0.36441232177180927, 0.84375, 0.63529411764705879, 0.52427184466019416, 0.57446808510638292, 0.88018966458565751
63, 54223, 0.36349856213851039, 0.8447265625, 0.63583815028901736, 0.53398058252427183, 0.58047493403693928, 0.88086619032924207
64, 53467, 0.36260047340683754, 0.84765625, 0.6470588235294118, 0.53398058252427183, 0.58510638297872342, 0.88095520687445106
65, 54092, 0.36201778024515202, 0.8466796875, 0.64327485380116955, 0.53398058252427183, 0.58355437665782495, 0.8808899280746314
66, 53400, 0.36111268641844135, 0.84765625, 0.64367816091954022, 0.5436893203883495, 0.58947368421052637, 0.88037363211242137
67, 55543, 0.36020725000533227, 0.849609375, 0.65116279069767447, 0.5436893203883495, 0.59259259259259256, 0.88113917440121459
68, 53735, 0.35960144803789235, 0.84765625, 0.6470588235294118, 0.53398058252427183, 0.58510638297872342, 0.88144776509127176
69, 53842, 0.35883512671814022, 0.84765625, 0.6506024096385542, 0.52427184466019416, 0.58064516129032262, 0.8820115365442589
70, 53148, 0.35801100726931923, 0.849609375, 0.66249999999999998, 0.5145631067961165, 0.57923497267759572, 0.8823201272343163
71, 53902, 0.3576802815869593, 0.849609375, 0.65476190476190477, 0.53398058252427183, 0.58823529411764697, 0.88207681534407845
72, 53869, 0.35666592269760683, 0.84765625, 0.6470588235294118, 0.53398058252427183, 0.58510638297872342, 0.88190471669000936
73, 53778, 0.3567494689786464, 0.845703125, 0.6428571428571429, 0.52427184466019416, 0.57754010695187163, 0.88242694708856562
74, 53579, 0.35550190464845116, 0.845703125, 0.64117647058823535, 0.529126213592233, 0.57978723404255328, 0.8825159636337736
75, 54324, 0.35403772374926579, 0.8486328125, 0.660377358490566, 0.50970873786407767, 0.57534246575342463, 0.88323403043179183
76, 54576, 0.35378599578270292, 0.8466796875, 0.65030674846625769, 0.5145631067961165, 0.57452574525745259, 0.88346547344933291
77, 55505, 0.35307325958863611, 0.8486328125, 0.65644171779141103, 0.51941747572815533, 0.57994579945799463, 0.88334085028604215
78, 54218, 0.35308816399567922, 0.84765625, 0.65625, 0.50970873786407767, 0.57377049180327866, 0.883590096612625
79, 53454, 0.3520070993844141, 0.8486328125, 0.65838509316770188, 0.5145631067961165, 0.57765667574931889, 0.88370878533957065
80, 53706, 0.35186805050893794, 0.84765625, 0.65625, 0.50970873786407767, 0.57377049180327866, 0.88353075224915245
81, 53996, 0.35109539083144148, 0.849609375, 0.65662650602409633, 0.529126213592233, 0.58602150537634401, 0.88344173570394535
82, 54114, 0.35014996509692642, 0.8515625, 0.66874999999999996, 0.51941747572815533, 0.58469945355191255, 0.88426068791986345
83, 53596, 0.34958690327802716, 0.8486328125, 0.65644171779141103, 0.51941747572815533, 0.57994579945799463, 0.88424288461082123
84, 54747, 0.34970748877693503, 0.8466796875, 0.65030674846625769, 0.5145631067961165, 0.57452574525745259, 0.88446839319201542
85, 53863, 0.34878110081428937, 0.8505859375, 0.66878980891719741, 0.50970873786407767, 0.57851239669421484, 0.88477698388207415
86, 54957, 0.3485748764113662, 0.8515625, 0.67088607594936711, 0.5145631067961165, 0.58241758241758246, 0.88434970446507177
87, 54795, 0.34832059365338663, 0.8486328125, 0.660377358490566, 0.50970873786407767, 0.57534246575342463, 0.88414199919291858
88, 54797, 0.34742133727723257, 0.8525390625, 0.67515923566878977, 0.5145631067961165, 0.58402203856749313, 0.88556626391625548
89, 54190, 0.34687405371651692, 0.8505859375, 0.66666666666666663, 0.5145631067961165, 0.58082191780821912, 0.88500249246326934
90, 54514, 0.34645100931953376, 0.8486328125, 0.66242038216560506, 0.50485436893203883, 0.57300275482093654, 0.88520426329907531
91, 54693, 0.34609794124617888, 0.8486328125, 0.660377358490566, 0.50970873786407767, 0.57534246575342463, 0.88572649369763223
92, 54736, 0.34510088737532152, 0.8486328125, 0.65838509316770188, 0.5145631067961165, 0.57765667574931889, 0.88575023144301923
93, 54245, 0.34540647110261224, 0.853515625, 0.6728395061728395, 0.529126213592233, 0.59239130434782616, 0.88570869038859057
94, 56224, 0.34478884165862228, 0.8505859375, 0.66666666666666663, 0.5145631067961165, 0.58082191780821912, 0.88573836257032601
95, 54552, 0.34424809965050401, 0.8525390625, 0.66666666666666663, 0.53398058252427183, 0.59299191374663063, 0.88561373940703281
96, 54296, 0.34419058837076166, 0.8515625, 0.67307692307692313, 0.50970873786407767, 0.58011049723756902, 0.88600541220595175
97, 52782, 0.3437346996490952, 0.8515625, 0.67307692307692313, 0.50970873786407767, 0.58011049723756902, 0.88645642936834079
98, 53008, 0.34341397931690798, 0.8515625, 0.66463414634146345, 0.529126213592233, 0.58918918918918917, 0.88613596980558929
99, 53280, 0.34264097671236343, 0.8486328125, 0.66242038216560506, 0.50485436893203883, 0.57300275482093654, 0.886527642604509
100, 53842, 0.34210825501644815, 0.8525390625, 0.67741935483870963, 0.50970873786407767, 0.58171745152354581, 0.88677095449474652
101, 53774, 0.34171129419687496, 0.8544921875, 0.67701863354037262, 0.529126213592233, 0.59400544959128077, 0.88699646307593982
102, 54272, 0.341423694079313, 0.8525390625, 0.67741935483870963, 0.50970873786407767, 0.58171745152354581, 0.88731098820234378
103, 53498, 0.3417819234304621, 0.8544921875, 0.67701863354037262, 0.529126213592233, 0.59400544959128077, 0.88689557765803728
104, 53575, 0.34123263062841502, 0.85546875, 0.68125000000000002, 0.529126213592233, 0.59562841530054644, 0.88701426638498138
105, 53737, 0.34066654928857254, 0.8525390625, 0.67295597484276726, 0.51941747572815533, 0.58630136986301362, 0.88734659482042788
106, 54797, 0.34063210595434235, 0.8515625, 0.67532467532467533, 0.50485436893203883, 0.57777777777777783, 0.88769079212856705
107, 53602, 0.33972760541360048, 0.853515625, 0.68421052631578949, 0.50485436893203883, 0.58100558659217871, 0.88764331663778884
108, 55096, 0.33928442886018728, 0.849609375, 0.66455696202531644, 0.50970873786407767, 0.57692307692307698, 0.88752462791084397
109, 52927, 0.33891399637750041, 0.853515625, 0.67721518987341767, 0.51941747572815533, 0.58791208791208782, 0.88788069409167691
110, 53630, 0.33911190093381816, 0.853515625, 0.67948717948717952, 0.5145631067961165, 0.58563535911602216, 0.88824269470886064
111, 52697, 0.33850201677208103, 0.853515625, 0.68181818181818177, 0.50970873786407767, 0.58333333333333337, 0.88785102190994292
112, 53479, 0.33835870861405926, 0.85546875, 0.6858974358974359, 0.51941747572815533, 0.59116022099447518, 0.88843853110831961
113, 53806, 0.33776680532884962, 0.8515625, 0.67088607594936711, 0.5145631067961165, 0.58241758241758246, 0.88802905500035978
114, 53315, 0.33750234797543321, 0.8564453125, 0.68098159509202449, 0.53883495145631066, 0.60162601626016243, 0.88842072779927661
115, 53683, 0.33722994446776666, 0.8525390625, 0.6797385620915033, 0.50485436893203883, 0.57938718662952648, 0.88881240059819555
116, 53349, 0.33717507399093599, 0.853515625, 0.68181818181818177, 0.50970873786407767, 0.58333333333333337, 0.88883613834358399
117, 53896, 0.33679329231951194, 0.8544921875, 0.67924528301886788, 0.52427184466019416, 0.59178082191780812, 0.88888361383436099
118, 54150, 0.3362648947258664, 0.853515625, 0.67721518987341767, 0.51941747572815533, 0.58791208791208782, 0.88902604030669541
119, 56137, 0.33570106060165383, 0.8515625, 0.67763157894736847, 0.5, 0.57541899441340782, 0.88962541837776654
120, 57706, 0.33568822945280752, 0.8544921875, 0.68387096774193545, 0.5145631067961165, 0.5872576177285318, 0.88932276212405637
121, 54840, 0.33512537613976262, 0.853515625, 0.68421052631578949, 0.50485436893203883, 0.58100558659217871, 0.88959574619603021
122, 57008, 0.3353381808760274, 0.8525390625, 0.6797385620915033, 0.50485436893203883, 0.57938718662952648, 0.8896728938685442
123, 53427, 0.33498137310179665, 0.8544921875, 0.68152866242038213, 0.51941747572815533, 0.5895316804407712, 0.88957794288698777
124, 53965, 0.33467757964250089, 0.8544921875, 0.67924528301886788, 0.52427184466019416, 0.59178082191780812, 0.88920407339711183
125, 53578, 0.33423223022914994, 0.8515625, 0.67763157894736847, 0.5, 0.57541899441340782, 0.88989840244973895
126, 54044, 0.33353370867152299, 0.8505859375, 0.67320261437908502, 0.5, 0.57381615598885793, 0.89014764877632246
127, 54321, 0.33361126259883522, 0.853515625, 0.68421052631578949, 0.50485436893203883, 0.58100558659217871, 0.89027820637596145
128, 54881, 0.33329632139568666, 0.8544921875, 0.68152866242038213, 0.51941747572815533, 0.5895316804407712, 0.89031381299404566
129, 55505, 0.33326842390940792, 0.85546875, 0.6858974358974359, 0.51941747572815533, 0.59116022099447518, 0.89066987917487961
130, 53385, 0.33316869487010703, 0.8544921875, 0.68387096774193545, 0.5145631067961165, 0.5872576177285318, 0.89033161630308744
131, 54001, 0.33251268262449518, 0.8564453125, 0.68322981366459623, 0.53398058252427183, 0.59945504087193457, 0.89018325539440535
132, 52102, 0.33216748160888226, 0.8525390625, 0.67741935483870963, 0.50970873786407767, 0.58171745152354581, 0.89048591164811486
133, 53548, 0.33258044066066039, 0.849609375, 0.66883116883116878, 0.5, 0.57222222222222219, 0.89083604339260003
134, 53432, 0.331949079545523, 0.853515625, 0.67948717948717952, 0.5145631067961165, 0.58563535911602216, 0.89125738837325563
135, 54659, 0.33178597603108051, 0.8544921875, 0.68387096774193545, 0.5145631067961165, 0.5872576177285318, 0.89152443800888082
136, 53074, 0.33162239151947326, 0.8525390625, 0.67515923566878977, 0.5145631067961165, 0.58402203856749313, 0.89065207586583883
137, 53528, 0.33138003327877819, 0.8515625, 0.67088607594936711, 0.5145631067961165, 0.58241758241758246, 0.89072922353835193
138, 53046, 0.33068580330031211, 0.8525390625, 0.6797385620915033, 0.50485436893203883, 0.57938718662952648, 0.89147696251810371
139, 53785, 0.33095229720749442, 0.8544921875, 0.68387096774193545, 0.5145631067961165, 0.5872576177285318, 0.89152443800888148
140, 53359, 0.33068111016286056, 0.8525390625, 0.6797385620915033, 0.50485436893203883, 0.57938718662952648, 0.89099033873763067
141, 53701, 0.3303815078477409, 0.8525390625, 0.6797385620915033, 0.50485436893203883, 0.57938718662952648, 0.89158378237235392
142, 53995, 0.3309802309675442, 0.8525390625, 0.67741935483870963, 0.50970873786407767, 0.58171745152354581, 0.89120397844613064
143, 53958, 0.32997326987410908, 0.8525390625, 0.67295597484276726, 0.51941747572815533, 0.58630136986301362, 0.89245021007905012
144, 54446, 0.32945093962054195, 0.853515625, 0.67721518987341767, 0.51941747572815533, 0.58791208791208782, 0.89136420822750639
145, 54323, 0.32937640747439667, 0.85546875, 0.68354430379746833, 0.52427184466019416, 0.59340659340659352, 0.89188050418971665
146, 53970, 0.329518738779086, 0.853515625, 0.6728395061728395, 0.529126213592233, 0.59239130434782616, 0.89165499560851968
147, 54327, 0.32915677836102519, 0.853515625, 0.68421052631578949, 0.50485436893203883, 0.58100558659217871, 0.89205260284378518
148, 53921, 0.3287907790679212, 0.853515625, 0.68181818181818177, 0.50970873786407767, 0.58333333333333337, 0.89194578298953542
149, 53714, 0.32894234925170829, 0.8544921875, 0.6887417218543046, 0.50485436893203883, 0.58263305322128844, 0.89228998029767492
150, 53703, 0.32857212728805207, 0.8525390625, 0.68707482993197277, 0.49029126213592233, 0.57223796033994323, 0.89280034182353729
151, 53113, 0.32819102296884606, 0.8564453125, 0.68098159509202449, 0.53883495145631066, 0.60162601626016243, 0.89242053789731546
152, 53422, 0.32828330530076144, 0.85546875, 0.68125000000000002, 0.529126213592233, 0.59562841530054644, 0.89233152135210436
153, 52528, 0.32790467764014736, 0.85546875, 0.6858974358974359, 0.51941747572815533, 0.59116022099447518, 0.89282407956892473
154, 52659, 0.3276763767217778, 0.8564453125, 0.68789808917197448, 0.52427184466019416, 0.59504132231404949, 0.8933759821492181
155, 52493, 0.32764621779705527, 0.8515625, 0.67763157894736847, 0.5, 0.57541899441340782, 0.89296057160491238
156, 52404, 0.32771077212687572, 0.85546875, 0.68125000000000002, 0.529126213592233, 0.59562841530054644, 0.89274693189641097
157, 54257, 0.32733708018720864, 0.8544921875, 0.68152866242038213, 0.51941747572815533, 0.5895316804407712, 0.89264604647850776
158, 53871, 0.32698324168599691, 0.853515625, 0.68181818181818177, 0.50970873786407767, 0.58333333333333337, 0.89279440738719029
159, 54496, 0.32687871325485635, 0.8525390625, 0.67741935483870963, 0.50970873786407767, 0.58171745152354581, 0.89322762124053789
160, 52723, 0.32623273998488123, 0.85546875, 0.6858974358974359, 0.51941747572815533, 0.59116022099447518, 0.89382106487526192
161, 53127, 0.32677268267608017, 0.8525390625, 0.67741935483870963, 0.50970873786407767, 0.58171745152354581, 0.89370237614831693
162, 53115, 0.32619285719569568, 0.853515625, 0.68421052631578949, 0.50485436893203883, 0.58100558659217871, 0.89316234244071813
163, 54945, 0.32625834519987806, 0.8515625, 0.67763157894736847, 0.5, 0.57541899441340782, 0.8935718185486774
164, 53883, 0.32585196312186954, 0.857421875, 0.69480519480519476, 0.51941747572815533, 0.59444444444444444, 0.89331070334939955
165, 54021, 0.3255056306398284, 0.85546875, 0.69078947368421051, 0.50970873786407767, 0.5865921787709496, 0.8941533933107072
166, 53730, 0.32569508653809731, 0.85546875, 0.68125000000000002, 0.529126213592233, 0.59562841530054644, 0.89383293374795625
167, 53221, 0.32568920344824459, 0.8525390625, 0.68211920529801329, 0.5, 0.57703081232492992, 0.89429581978303974
168, 53193, 0.32523090439561175, 0.8544921875, 0.68387096774193545, 0.5145631067961165, 0.5872576177285318, 0.89405250789280288
169, 54460, 0.32488081016773074, 0.85546875, 0.6858974358974359, 0.51941747572815533, 0.59116022099447518, 0.89424834429226241
170, 54912, 0.3252316026716181, 0.853515625, 0.68666666666666665, 0.5, 0.57865168539325851, 0.8937973271298737
171, 58090, 0.32471152273058335, 0.8564453125, 0.68553459119496851, 0.529126213592233, 0.59726027397260262, 0.89437890189190106
172, 56155, 0.32486126827531026, 0.853515625, 0.68918918918918914, 0.49514563106796117, 0.57627118644067787, 0.8942246065468743
173, 55758, 0.32417732368882612, 0.8544921875, 0.68627450980392157, 0.50970873786407767, 0.58495821727019492, 0.89445604956441516
174, 54172, 0.32413456534624924, 0.85546875, 0.6858974358974359, 0.51941747572815533, 0.59116022099447518, 0.89453913167327626
175, 53400, 0.32457531744547241, 0.8564453125, 0.68789808917197448, 0.52427184466019416, 0.59504132231404949, 0.89431362309208184
176, 53700, 0.32391007687323548, 0.8515625, 0.68000000000000005, 0.49514563106796117, 0.57303370786516861, 0.89443824625537471
177, 53194, 0.32432822197031091, 0.8564453125, 0.69032258064516128, 0.51941747572815533, 0.59279778393351801, 0.89438483632824939
178, 53674, 0.32357412274596842, 0.85546875, 0.69078947368421051, 0.50970873786407767, 0.5865921787709496, 0.89485959123602854
179, 53409, 0.32348797443222693, 0.8564453125, 0.69536423841059603, 0.50970873786407767, 0.58823529411764708, 0.89521565741686249
180, 52661, 0.3233235687812458, 0.8564453125, 0.68553459119496851, 0.529126213592233, 0.59726027397260262, 0.89485365679968021
181, 53683, 0.32316901789931068, 0.8544921875, 0.68152866242038213, 0.51941747572815533, 0.5895316804407712, 0.89491893559950086
182, 53984, 0.3231973195369835, 0.85546875, 0.69078947368421051, 0.50970873786407767, 0.5865921787709496, 0.89471123032734601
183, 52857, 0.32300309154540596, 0.857421875, 0.69230769230769229, 0.52427184466019416, 0.59668508287292821, 0.89514444418069483
184, 53758, 0.32269478599808454, 0.857421875, 0.69480519480519476, 0.51941747572815533, 0.59444444444444444, 0.89505542763548629
185, 54857, 0.32323541687868074, 0.8583984375, 0.68711656441717794, 0.5436893203883495, 0.60704607046070458, 0.89477650912716611
186, 54403, 0.32297826898054272, 0.85546875, 0.68831168831168832, 0.5145631067961165, 0.58888888888888891, 0.89485959123602787
187, 54400, 0.32254022929925563, 0.8603515625, 0.70322580645161292, 0.529126213592233, 0.60387811634349042, 0.89543523156170923
188, 53256, 0.32219835774509242, 0.85546875, 0.68354430379746833, 0.52427184466019416, 0.59340659340659352, 0.89583283879697428
189, 53966, 0.32250174847445107, 0.857421875, 0.68292682926829273, 0.5436893203883495, 0.60540540540540555, 0.89514444418069394
190, 55741, 0.32194432788022176, 0.857421875, 0.6875, 0.53398058252427183, 0.60109289617486339, 0.89518005079877916
191, 54402, 0.3220664039666149, 0.8544921875, 0.68152866242038213, 0.51941747572815533, 0.5895316804407712, 0.89507916538087451
192, 54963, 0.32180353049453736, 0.857421875, 0.69736842105263153, 0.5145631067961165, 0.5921787709497206, 0.89577349443350218
193, 54782, 0.32134681817418675, 0.859375, 0.69620253164556967, 0.53398058252427183, 0.60439560439560447, 0.89610582286894724
194, 53915, 0.32199962471449739, 0.8603515625, 0.70588235294117652, 0.52427184466019416, 0.60167130919220069, 0.89583877323332173
195, 53220, 0.32113739220967319, 0.8583984375, 0.68711656441717794, 0.5436893203883495, 0.60704607046070458, 0.89586251097871128
196, 53996, 0.32111913624263067, 0.857421875, 0.68518518518518523, 0.53883495145631066, 0.60326086956521741, 0.89523346072590337
197, 53193, 0.32099449626408399, 0.85546875, 0.67901234567901236, 0.53398058252427183, 0.59782608695652173, 0.89545303487075112
198, 54753, 0.3210647210117723, 0.859375, 0.69620253164556967, 0.53398058252427183, 0.60439560439560447, 0.89612362617798891
199, 54866, 0.32097007265077415, 0.8583984375, 0.68944099378881984, 0.53883495145631066, 0.6049046321525885, 0.89602274076008626
