0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2.19893869998141,-1.3861128516947905,-1.7541328756154746,0.06620230154668906,2.772688682926118,0.5243579419909786,-0.7528487065648951,-0.07844804676454188,-0.6415640038323589,5.230106398095031,2.648730289719959,0.6488512676635421,0.5976752022580536,-0.30507830643504424,-0.9344000996440062,-0.6897476554160858,0.6875065564362995,0.2223864651788787,-0.15773807424180125,0.459784115009729,0.08656644769032701,-0.1713016428777988,-0.2122037168466835,0.6138563906947833,-0.06888507224178683,0.02419494163728922,-0.08364111758262205,-0.1890593697438776,-0.5266512202820958,-0.0842494459035383,-0.3721956450474823,-0.21840774962911189
-3.582944854686957,-3.1041082589323508,1.6253949879058143,0.8519048441710698,0.40846888647359025,-0.3663602990836251,-0.829054439296146,0.21965427662599987,0.002126955956619663,-1.2484740947730242,0.17874649133257015,0.45275895586790565,-0.7335076447166743,-0.18521459207682064,0.077056626182004,0.9287522254047575,-0.7230987864966207,0.34045553815127266,-0.530236179044271,-0.6472351280291515,-0.12039756480398434,-0.41624119576949936,-0.01953392828458808,-0.0783612997458225,-0.034219113000711066,0.8748479550131909,-0.12640257364788687,-0.46637923990927005,0.08011547303542914,-0.3691462774971364,0.4221363454658626,-0.028934688374947677
-0.9313882682522376,-0.6377063094595841,-0.8672053964041203,0.723298482203338,0.263650965350949,0.14604582108351594,-0.27824156745698014,-0.42652630158163624,0.7106262209531878,0.8508516764806094,-0.42179037735066693,-0.2585284376161147,-0.34339813889948384,0.6473435272412449,0.40696651949290547,0.8033791598066957,0.12673510758361095,0.11188786561084785,-0.3466330986760964,0.2972231191001924,0.17290081509497676,-0.41121219399020004,-0.5240576846852834,0.49213770593692263,0.11448339903766042,-0.2324414231219744,0.44848640442390186,0.7401651109364855,-0.19167701771201567,-0.10378561033537292,0.0875866123423243,-0.05525441335468984
0.4803243517352803,1.3325749135297407,-2.13917419324944,0.9026485313725442,-2.6058060803265257,0.6555410793927371,0.10793666817284843,-0.09488442833634597,0.528271969648949,1.6506353596476755,-1.9451191658588984,-1.3135219719385112,2.7545917820653574,-1.5476213292055747,-1.396290583642485,0.8396056760026567,-0.6022682298241014,0.8300499873796324,-0.09032575621426138,0.5311009463556693,0.28267490554571245,-0.1992590651740046,-0.30987462882141975,0.050580796976185866,0.813385560998628,-0.1970010282249505,-0.36075302878852933,-0.36010473687639494,0.28608190885397716,0.6465689787600338,-0.5412499363687193,0.09643446697384969
-1.5290674466728646,-0.18660197164302939,0.8644125932516039,-0.6232398971946866,1.3435253188959082,-1.3135985779251587,1.1466759332950656,0.7155943436632276,-1.3188008136701719,0.36106064231936047,-0.36496436871715826,-0.5730784982036523,0.0608573296865031,0.7407335904098837,0.04256667817288608,-0.8454484550725534,0.08653509323386424,-0.43199094893180184,-0.49399227288623293,-0.4148230310644764,-0.1856423816866983,0.7882837052005821,-0.5889738282869315,0.030032703660258647,1.1376136945919202,0.439302179501745,-0.3427900432925007,-0.21649959020207524,-0.5146159857111423,0.007480484869358784,-0.5254169226019121,-0.09091554757905289
-1.254510498378894,-2.209426765459994,-1.018343435241717,1.9131785744689642,0.6731793326493374,0.10611238894242005,-1.9706733135291248,-0.06498759727998994,-0.24306258848748136,-0.5780036087621815,-0.2236160726683017,0.546615142421052,0.4832523639516382,0.5534964068382606,-0.037677189381602444,-0.5596228458853829,-0.07717273010747856,0.795391442524104,-0.3727356570804141,0.15102796721773798,0.5614305401968318,-0.2509671140480295,-0.4716506463400893,0.2503748633697911,-0.04428612677347182,-0.0613386805145195,0.45719153718549055,0.13815770039754857,0.7312973751156672,-0.15828673516414787,-0.13136437177344745,0.021990074671401925
-0.18262549158558067,-2.25370418956566,0.35461567434566926,-0.44194345811262786,-0.08266182713244494,-0.06298940254218091,-1.0322116364155687,0.17525616596299062,-0.9975023956125975,0.4122650984099186,-0.26138416641532575,-0.9179311299954005,0.3026969742799671,-0.10826340400866817,-0.7062764617788708,-0.922795939815968,-0.19376894571739792,-0.48251823039546027,-0.660497336570847,0.35936030022715165,-0.06597558622419866,-0.3387489689158498,-0.3952366254037487,-0.11551159758529467,0.27532667970451835,0.5717264747117572,0.8493722332560509,0.180669872081865,0.6558435270866796,-0.1319166401321855,-0.09552646706262213,0.05921658286112783
-0.04204663231284372,-0.7816552450833529,0.6717941234017094,-0.5136564372649155,0.5423016955649074,-0.3171095380639369,-1.15308667124065,0.6810532150158977,-0.5700522491981503,-0.23912676613800724,0.3044042762037359,0.0024212263968861826,0.7094728617064764,0.45289967968639383,-0.1476488789981313,-0.5386149372320658,-0.32303217451675814,-0.19006516180889643,-0.3528294697186129,0.7526153494068022,-0.27371703474943876,-0.0012503843154850918,0.04319824313255234,0.018958310481506424,0.1108363125740642,0.7478862565062457,-0.0353906289702538,0.07109598924024302,-0.17391369003580662,0.5018625163652214,0.6048407769352968,0.25109276252327073
-2.9624085692031525,1.1458223566527808,-0.0893928071033344,-0.7498517022521893,-0.36974436045611575,2.580773004782849,2.230185236588463,0.36093032391646884,-0.33040842089371975,0.36050710227478894,-0.5859430427346043,-0.5616705317491347,-0.06434689592368378,-0.3052551113717475,-0.6144143620624363,-0.3634971313676525,0.4133264957449785,-0.03273111248189981,1.1282864039815845,-0.34853088463542287,-0.24859452604716847,0.8276660543417166,0.12303789128229041,-0.4793457920992794,-0.06479951464176203,-0.2296442003153698,0.349975067985911,0.06954399027319372,0.014999790788360808,0.04243099147409281,0.033094501620422524,0.5821574578394333
-2.3590127795902442,-0.7651505731923949,-0.7578937477241772,1.654154346506211,-1.7760610560747037,0.4818772030329796,0.5775504727082272,-0.1660538757960663,1.5366356429409513,-1.3463998056921933,-0.5002530347315934,0.4338414129727956,0.20528392550737148,-0.5209897582932619,-0.7243612249602661,0.015358539267896335,0.009166480690840636,-0.24772874097030115,1.1568158111034506,-0.2964971500377165,0.15270907256294491,-0.24099892311079352,-0.19488985470859346,0.4556165357510419,-0.22982596077241457,0.09743638358622339,-0.07728466136396694,0.035670715149071976,0.07537305209701377,0.10345475854197672,0.09896146153197732,-0.634751602905564
